model_id,link_type,material,material-age,material-age-velocity
link_0772,pipe,G1,G1,G2
link_0773,pipe,G1,G1,G1
link_0774,pipe,G1,G1,G2
link_0775,pipe,G1,G1,G2
link_0776,pipe,G1,G1,G2
link_0777,pipe,G1,G1,G2
link_0778,pipe,G2,G3,G5
link_0779,pipe,G2,G3,G5
link_0780,pipe,G2,G3,G5
link_0781,pipe,G1,G1,G1
link_0782,pipe,G2,G3,G5
link_0783,pipe,G1,G1,G2
link_0784,pipe,G1,G1,G2
link_0785,pipe,G1,G1,G2
link_0786,pipe,G2,G3,G5
link_0787,pipe,G1,G1,G2
link_0788,pipe,G1,G1,G2
link_0789,pipe,G1,G1,G2
link_0790,pipe,G1,G1,G2
link_0791,pipe,G1,G1,G1
link_0792,pipe,G1,G1,G1
link_0793,pipe,G1,G1,G2
link_0794,pipe,G1,G1,G2
link_0795,pipe,G1,G1,G1
link_0796,pipe,G2,G3,G5
link_0797,pipe,G2,G3,G5
link_0798,pipe,G2,G3,G5
link_0799,pipe,G1,G1,G1
link_0800,pipe,G2,G3,G5
link_0801,pipe,G1,G1,G1
link_0802,pipe,G1,G1,G2
link_0803,pipe,G1,G1,G2
link_0804,pipe,G1,G1,G2
link_0805,pipe,G1,G1,G2
link_0806,pipe,G1,G1,G2
link_0807,pipe,G1,G1,G1
link_0808,pipe,G1,G1,G2
link_0809,pipe,G2,G3,G5
link_0810,pipe,G2,G3,G5
link_0811,pipe,G2,G3,G5
link_0812,pipe,G1,G1,G2
link_0813,pipe,G1,G1,G2
link_0814,pipe,G1,G1,G2
link_0815,pipe,G1,G1,G2
link_0816,pipe,G1,G1,G2
link_0817,pipe,G1,G1,G2
link_0818,pipe,G1,G1,G2
link_0819,pipe,G1,G1,G2
link_0820,pipe,G1,G1,G2
link_0821,pipe,G1,G1,G2
link_0822,pipe,G2,G3,G5
link_0823,pipe,G1,G1,G2
link_0824,pipe,G1,G1,G2
link_0825,pipe,G1,G1,G1
link_0826,pipe,G1,G1,G2
link_0827,pipe,G1,G1,G2
link_0828,pipe,G1,G1,G2
link_0829,pipe,G1,G1,G2
link_0830,pipe,G1,G1,G2
link_0831,pipe,G1,G1,G2
link_0832,pipe,G1,G1,G2
link_0833,pipe,G1,G1,G2
link_0834,pipe,G1,G1,G1
link_0835,pipe,G1,G1,G2
link_0836,pipe,G1,G1,G1
link_0837,pipe,G1,G1,G1
link_0838,pipe,G1,G1,G1
link_0839,pipe,G1,G1,G1
link_0840,pipe,G1,G1,G1
link_0841,pipe,G1,G1,G1
link_0842,pipe,G1,G1,G1
link_0843,pipe,G1,G1,G2
link_0844,pipe,G1,G1,G2
link_0845,pipe,G1,G1,G2
link_0846,pipe,G1,G1,G2
link_0847,pipe,G1,G1,G1
link_0848,pipe,G1,G1,G2
link_0849,pipe,G1,G1,G1
link_0850,pipe,G1,G1,G1
link_0851,pipe,G1,G1,G2
link_0852,pipe,G1,G1,G2
link_0853,pipe,G1,G1,G1
link_0854,pipe,G1,G1,G1
link_0855,pipe,G1,G1,G2
link_0856,pipe,G1,G1,G1
link_0857,pipe,G1,G1,G1
link_0858,pipe,G1,G1,G2
link_0859,pipe,G1,G1,G1
link_0860,pipe,G1,G1,G1
link_0861,pipe,G1,G1,G2
link_0862,pipe,G1,G1,G2
link_0863,pipe,G1,G1,G1
link_0864,pipe,G1,G1,G1
link_0865,pipe,G1,G1,G1
link_0866,pipe,G1,G1,G2
link_0867,pipe,G1,G1,G1
link_0868,pipe,G1,G1,G2
link_0869,pipe,G1,G1,G1
link_0870,pipe,G1,G1,G2
link_0871,pipe,G1,G1,G2
link_0872,pipe,G1,G1,G2
link_0873,pipe,G1,G1,G2
link_0874,pipe,G1,G1,G2
link_0875,pipe,G1,G1,G2
link_0876,pipe,G1,G1,G2
link_0877,pipe,G1,G1,G1
link_0878,pipe,G1,G1,G2
link_0879,pipe,G1,G1,G2
link_0880,pipe,G1,G1,G2
link_0881,pipe,G1,G1,G1
link_0882,pipe,G1,G1,G2
link_0883,pipe,G1,G1,G2
link_0884,pipe,G1,G1,G2
link_0885,pipe,G1,G1,G2
link_0886,pipe,G1,G1,G2
link_0887,pipe,G1,G1,G2
link_0888,pipe,G2,G3,G5
link_0889,pipe,G1,G1,G1
link_0890,pipe,G1,G1,G1
link_0891,pipe,G1,G1,G1
link_0892,pipe,G1,G1,G2
link_0893,pipe,G1,G1,G2
link_0894,pipe,G1,G1,G2
link_0895,pipe,G1,G1,G2
link_0896,pipe,G1,G1,G2
link_0897,pipe,G1,G1,G2
link_0898,pipe,G1,G1,G2
link_0899,pipe,G1,G1,G1
link_0900,pipe,G1,G1,G1
link_0901,pipe,G1,G1,G1
link_0902,pipe,G1,G1,G1
link_0903,pipe,G1,G1,G1
link_0904,pipe,G1,G1,G1
link_0905,pipe,G1,G1,G1
link_0906,pipe,G1,G1,G1
link_0907,pipe,G1,G1,G1
link_0908,pipe,G1,G1,G2
link_0909,pipe,G1,G1,G2
link_0910,pipe,G1,G1,G2
link_0911,pipe,G1,G1,G2
link_0912,pipe,G1,G1,G2
link_0913,pipe,G1,G1,G2
link_0914,pipe,G1,G1,G2
link_0915,pipe,G1,G1,G2
link_0916,pipe,G1,G1,G2
link_0917,pipe,G1,G1,G1
link_0918,pipe,G1,G1,G2
link_0919,pipe,G1,G1,G2
link_0920,pipe,G1,G1,G1
link_0921,pipe,G1,G1,G2
link_0922,pipe,G1,G1,G1
link_0923,pipe,G1,G1,G1
link_0924,pipe,G2,G3,G5
link_0925,pipe,G1,G1,G2
link_0926,pipe,G2,G3,G5
link_0927,pipe,G1,G1,G2
link_0928,pipe,G1,G1,G1
link_0929,pipe,G2,G3,G5
link_0930,pipe,G2,G3,G5
link_0931,pipe,G1,G1,G2
link_0932,pipe,G1,G1,G2
link_0933,pipe,G1,G1,G2
link_0934,pipe,G1,G1,G2
link_0935,pipe,G1,G1,G2
link_0936,pipe,G1,G1,G2
link_0937,pipe,G1,G1,G2
link_0938,pipe,G1,G1,G2
link_0939,pipe,G1,G1,G1
link_0940,pipe,G1,G1,G2
link_0941,pipe,G2,G3,G5
link_0942,pipe,G1,G1,G1
link_0943,pipe,G1,G1,G1
link_0944,pipe,G1,G1,G1
link_0945,pipe,G2,G3,G5
link_0946,pipe,G1,G1,G1
link_0947,pipe,G1,G1,G2
link_0948,pipe,G1,G1,G1
link_0949,pipe,G1,G1,G1
link_0950,pipe,G1,G1,G1
link_0951,pipe,G1,G1,G1
link_0952,pipe,G1,G1,G2
link_0953,pipe,G1,G1,G2
link_0954,pipe,G1,G1,G2
link_0955,pipe,G1,G1,G2
link_0956,pipe,G1,G1,G2
link_0957,pipe,G1,G1,G2
link_0958,pipe,G1,G1,G2
link_0959,pipe,G1,G1,G2
link_0960,pipe,G1,G1,G2
link_0961,pipe,G1,G1,G2
link_0962,pipe,G1,G1,G2
link_0963,pipe,G1,G1,G1
link_0964,pipe,G1,G1,G2
link_0965,pipe,G1,G1,G2
link_0966,pipe,G1,G1,G2
link_0967,pipe,G1,G1,G2
link_0968,pipe,G1,G1,G2
link_0969,pipe,G1,G1,G1
link_0970,pipe,G1,G1,G2
link_0971,pipe,G1,G1,G1
link_0972,pipe,G1,G1,G2
link_0973,pipe,G1,G1,G1
link_0974,pipe,G2,G3,G5
link_0975,pipe,G2,G3,G5
link_0976,pipe,G2,G3,G5
link_0977,pipe,G1,G1,G2
link_0978,pipe,G1,G1,G1
link_0979,pipe,G2,G3,G5
link_0980,pipe,G2,G3,G5
link_0981,pipe,G2,G3,G5
link_0982,pipe,G1,G1,G1
link_0983,pipe,G1,G1,G2
link_0984,pipe,G1,G1,G1
link_0985,pipe,G1,G1,G2
link_0986,pipe,G1,G1,G2
link_0987,pipe,G1,G1,G2
link_0988,pipe,G1,G1,G2
link_0989,pipe,G1,G1,G2
link_0990,pipe,G2,G3,G5
link_0991,pipe,G2,G3,G5
link_0992,pipe,G2,G3,G5
link_0993,pipe,G2,G3,G5
link_0994,pipe,G2,G3,G5
link_0995,pipe,G2,G3,G5
link_0996,pipe,G1,G1,G1
link_0997,pipe,G1,G1,G2
link_0998,pipe,G1,G1,G2
link_0999,pipe,G1,G1,G1
link_1000,pipe,G1,G1,G1
link_1001,pipe,G1,G1,G1
link_1002,pipe,G1,G1,G2
link_1003,pipe,G1,G1,G2
link_1004,pipe,G1,G1,G2
link_1005,pipe,G1,G1,G1
link_1006,pipe,G1,G1,G2
link_1007,pipe,G1,G1,G2
link_1008,pipe,G1,G1,G2
link_1009,pipe,G1,G1,G2
link_1010,pipe,G1,G1,G2
link_1011,pipe,G1,G1,G1
link_1012,pipe,G1,G1,G2
link_1013,pipe,G1,G1,G2
link_1014,pipe,G1,G1,G2
link_1015,pipe,G1,G1,G2
link_1016,pipe,G1,G1,G2
link_1017,pipe,G1,G1,G1
link_1018,pipe,G1,G1,G1
link_1019,pipe,G1,G1,G2
link_1020,pipe,G1,G1,G2
link_1021,pipe,G1,G1,G2
link_1022,pipe,G1,G1,G1
link_1023,pipe,G1,G1,G2
link_1024,pipe,G1,G2,G3
link_1025,pipe,G1,G1,G2
link_1026,pipe,G1,G1,G2
link_1027,pipe,G1,G1,G2
link_1028,pipe,G1,G1,G2
link_1029,pipe,G1,G1,G2
link_1030,pipe,G1,G1,G1
link_1031,pipe,G1,G1,G1
link_1032,pipe,G1,G1,G1
link_1033,pipe,G1,G1,G1
link_1034,pipe,G1,G1,G1
link_1035,pipe,G2,G3,G5
link_1036,pipe,G1,G1,G1
link_1037,pipe,G1,G1,G2
link_1038,pipe,G1,G1,G1
link_1039,pipe,G1,G1,G1
link_1040,pipe,G1,G1,G1
link_1041,pipe,G1,G1,G1
link_1042,pipe,G1,G1,G2
link_1043,pipe,G1,G1,G2
link_1044,pipe,G1,G1,G1
link_1045,pipe,G1,G1,G1
link_1046,pipe,G2,G3,G5
link_1047,pipe,G1,G1,G1
link_1048,pipe,G1,G1,G1
link_1049,pipe,G1,G1,G1
link_1050,pipe,G1,G1,G2
link_1051,pipe,G2,G3,G5
link_1052,pipe,G2,G3,G5
link_1053,pipe,G1,G1,G2
link_1054,pipe,G2,G3,G5
link_1055,pipe,G2,G3,G5
link_1056,pipe,G1,G1,G2
link_1057,pipe,G2,G3,G5
link_1058,pipe,G1,G1,G1
link_1059,pipe,G1,G1,G1
link_1060,pipe,G1,G1,G1
link_1061,pipe,G1,G2,G3
link_1062,pipe,G1,G2,G3
link_1063,pipe,G2,G3,G5
link_1064,pipe,G2,G3,G5
link_1065,pipe,G1,G1,G2
link_1066,pipe,G2,G3,G5
link_1067,pipe,G2,G3,G5
link_1068,pipe,G2,G3,G5
link_1069,pipe,G2,G3,G5
link_1070,pipe,G2,G3,G5
link_1071,pipe,G2,G3,G5
link_1072,pipe,G2,G3,G5
link_1073,pipe,G1,G1,G2
link_1074,pipe,G1,G1,G2
link_1075,pipe,G1,G1,G2
link_1076,pipe,G1,G1,G2
link_1077,pipe,G1,G1,G2
link_1078,pipe,G2,G3,G5
link_1079,pipe,G1,G1,G2
link_1080,pipe,G1,G1,G2
link_1081,pipe,G1,G1,G2
link_1082,pipe,G1,G2,G3
link_1083,pipe,G1,G1,G2
link_1084,pipe,G1,G1,G2
link_1085,pipe,G1,G1,G2
link_1086,pipe,G1,G1,G1
link_1087,pipe,G1,G1,G2
link_1088,pipe,G1,G1,G2
link_1089,pipe,G1,G1,G2
link_1090,pipe,G1,G1,G2
link_1091,pipe,G1,G1,G2
link_1092,pipe,G1,G1,G2
link_1093,pipe,G1,G1,G2
link_1094,pipe,G1,G1,G2
link_1095,pipe,G1,G1,G2
link_1096,pipe,G1,G1,G2
link_1097,pipe,G1,G1,G2
link_1098,pipe,G1,G1,G2
link_1099,pipe,G1,G1,G2
link_1100,pipe,G1,G1,G2
link_1101,pipe,G1,G1,G2
link_1102,pipe,G1,G1,G2
link_1103,pipe,G1,G1,G2
link_1104,pipe,G1,G1,G2
link_1105,pipe,G1,G1,G2
link_1106,pipe,G1,G1,G1
link_1107,pipe,G1,G1,G2
link_1108,pipe,G1,G1,G2
link_1109,pipe,G1,G1,G2
link_1110,pipe,G1,G1,G2
link_1111,pipe,G1,G1,G2
link_1112,pipe,G1,G1,G2
link_1113,pipe,G1,G1,G1
link_1114,pipe,G1,G1,G1
link_1115,pipe,G1,G1,G2
link_1116,pipe,G1,G1,G2
link_1117,pipe,G1,G1,G2
link_1118,pipe,G2,G3,G5
link_1119,pipe,G2,G3,G5
link_1120,pipe,G1,G1,G2
link_1121,pipe,G1,G1,G2
link_1122,pipe,G1,G1,G1
link_1123,pipe,G1,G1,G1
link_1124,pipe,G1,G1,G2
link_1125,pipe,G1,G1,G2
link_1126,pipe,G1,G1,G2
link_1127,pipe,G1,G1,G2
link_1128,pipe,G1,G1,G2
link_1129,pipe,G1,G1,G1
link_1130,pipe,G1,G2,G4
link_1131,pipe,G1,G1,G1
link_1132,pipe,G2,G3,G5
link_1133,pipe,G2,G3,G5
link_1134,pipe,G2,G3,G5
link_1135,pipe,G1,G1,G2
link_1136,pipe,G1,G1,G1
link_1137,pipe,G1,G1,G1
link_1138,pipe,G1,G1,G1
link_1139,pipe,G1,G1,G1
link_1140,pipe,G1,G1,G1
link_1141,pipe,G1,G1,G1
link_1142,pipe,G1,G1,G1
link_1143,pipe,G2,G3,G5
link_1144,pipe,G2,G3,G5
link_1145,pipe,G2,G3,G5
link_1146,pipe,G2,G3,G5
link_1147,pipe,G2,G3,G5
link_1148,pipe,G2,G3,G5
link_1149,pipe,G2,G3,G5
link_1150,pipe,G2,G3,G5
link_1151,pipe,G2,G3,G5
link_1152,pipe,G2,G3,G5
link_1153,pipe,G2,G3,G5
link_1154,pipe,G2,G3,G5
link_1155,pipe,G2,G3,G5
link_1156,pipe,G2,G3,G5
link_1157,pipe,G2,G3,G5
link_1158,pipe,G2,G3,G5
link_1159,pipe,G2,G3,G5
link_1160,pipe,G2,G3,G5
link_1161,pipe,G2,G3,G5
link_1162,pipe,G2,G3,G5
link_1163,pipe,G2,G3,G5
link_1164,pipe,G1,G1,G1
link_1165,pipe,G2,G3,G5
link_1166,pipe,G2,G3,G5
link_1167,pipe,G2,G3,G5
link_1168,pipe,G2,G3,G5
link_1169,pipe,G2,G3,G5
link_1170,pipe,G2,G3,G5
link_1171,pipe,G2,G3,G5
link_1172,pipe,G2,G3,G5
link_1173,pipe,G2,G3,G5
link_1174,pipe,G2,G3,G5
link_1175,pipe,G2,G3,G5
link_1176,pipe,G2,G3,G5
link_1177,pipe,G2,G3,G5
link_1178,pipe,G2,G3,G5
link_1179,pipe,G2,G3,G5
link_1180,pipe,G2,G3,G5
link_1181,pipe,G2,G3,G5
link_1182,pipe,G2,G3,G5
link_1183,pipe,G2,G3,G5
link_1184,pipe,G2,G3,G5
link_1185,pipe,G2,G3,G5
link_1186,pipe,G2,G3,G5
link_1187,pipe,G2,G3,G5
link_1188,pipe,G2,G3,G5
link_1189,pipe,G2,G3,G5
link_1190,pipe,G2,G3,G5
link_1191,pipe,G2,G3,G5
link_1192,pipe,G1,G1,G2
link_1193,pipe,G1,G1,G2
link_1194,pipe,G2,G3,G5
link_1195,pipe,G2,G3,G5
link_1196,pipe,G1,G1,G2
link_1197,pipe,G2,G3,G5
link_1198,pipe,G2,G3,G5
link_1199,pipe,G2,G3,G5
link_1200,pipe,G2,G3,G5
link_1201,pipe,G2,G3,G5
link_1202,pipe,G2,G3,G5
link_1203,pipe,G2,G3,G5
link_1204,pipe,G2,G3,G5
link_1205,pipe,G2,G3,G5
link_1206,pipe,G2,G3,G5
link_1207,pipe,G2,G3,G5
link_1208,pipe,G2,G3,G5
link_1209,pipe,G1,G2,G4
link_1210,pipe,G2,G3,G5
link_1211,pipe,G2,G3,G5
link_1212,pipe,G2,G3,G5
link_1213,pipe,G2,G3,G5
link_1214,pipe,G2,G3,G5
link_1215,pipe,G2,G3,G5
link_1216,pipe,G2,G3,G5
link_1217,pipe,G2,G3,G5
link_1218,pipe,G1,G1,G2
link_1219,pipe,G1,G1,G2
link_1220,pipe,G2,G3,G5
link_1221,pipe,G2,G3,G5
link_1222,pipe,G2,G3,G5
link_1223,pipe,G2,G3,G5
link_1224,pipe,G2,G3,G5
link_1225,pipe,G2,G3,G5
link_1226,pipe,G2,G3,G5
link_1227,pipe,G2,G3,G5
link_1228,pipe,G2,G3,G5
link_1229,pipe,G1,G1,G1
link_1230,pipe,G1,G1,G2
link_1231,pipe,G1,G1,G1
link_1232,pipe,G1,G1,G1
link_1233,pipe,G1,G1,G1
link_1234,pipe,G1,G1,G1
link_1235,pipe,G1,G1,G2
link_1236,pipe,G1,G1,G2
link_1237,pipe,G1,G1,G2
link_1238,pipe,G2,G3,G5
link_1239,pipe,G2,G3,G5
link_1240,pipe,G2,G3,G5
link_1241,pipe,G2,G3,G5
link_1242,pipe,G2,G3,G5
link_1243,pipe,G2,G3,G5
link_1244,pipe,G2,G3,G5
link_1245,pipe,G2,G3,G5
link_1246,pipe,G1,G1,G2
link_1247,pipe,G2,G3,G5
link_1248,pipe,G2,G3,G5
link_1249,pipe,G2,G3,G5
link_1250,pipe,G2,G3,G5
link_1251,pipe,G2,G3,G5
link_1252,pipe,G2,G3,G5
link_1253,pipe,G2,G3,G5
link_1254,pipe,G2,G3,G5
link_1255,pipe,G2,G3,G5
link_1256,pipe,G2,G3,G5
link_1257,pipe,G2,G3,G5
link_1258,pipe,G2,G3,G5
link_1259,pipe,G2,G3,G5
link_1260,pipe,G2,G3,G5
link_1261,pipe,G2,G3,G5
link_1262,pipe,G2,G3,G5
link_1263,pipe,G2,G3,G5
link_1264,pipe,G2,G3,G5
link_1265,pipe,G2,G3,G5
link_1266,pipe,G2,G3,G5
link_1267,pipe,G2,G3,G5
link_1268,pipe,G2,G3,G5
link_1269,pipe,G2,G3,G5
link_1270,pipe,G2,G3,G5
link_1271,pipe,G2,G3,G5
link_1272,pipe,G2,G3,G5
link_1273,pipe,G2,G3,G5
link_1274,pipe,G2,G3,G5
link_1275,pipe,G2,G3,G5
link_1276,pipe,G2,G3,G5
link_1277,pipe,G2,G3,G5
link_1278,pipe,G2,G3,G5
link_1279,pipe,G2,G3,G5
link_1280,pipe,G2,G3,G5
link_1281,pipe,G2,G3,G5
link_1282,pipe,G2,G3,G5
link_1283,pipe,G2,G3,G5
link_1284,pipe,G2,G3,G5
link_1285,pipe,G2,G3,G5
link_1286,pipe,G2,G3,G5
link_1287,pipe,G2,G3,G5
link_1288,pipe,G2,G3,G5
link_1289,pipe,G2,G3,G5
link_1290,pipe,G2,G3,G5
link_1291,pipe,G1,G1,G1
link_1292,pipe,G2,G3,G5
link_1293,pipe,G2,G3,G5
link_1294,pipe,G2,G3,G5
link_1295,pipe,G2,G3,G5
link_1296,pipe,G2,G3,G5
link_1297,pipe,G2,G3,G5
link_1298,pipe,G2,G3,G5
link_1299,pipe,G1,G1,G2
link_1300,pipe,G1,G1,G2
link_1301,pipe,G1,G2,G3
link_1302,pipe,G2,G3,G5
link_1303,pipe,G2,G3,G5
link_1304,pipe,G1,G2,G4
link_1305,pipe,G2,G3,G5
link_1306,pipe,G1,G2,G4
link_1307,pipe,G1,G2,G3
link_1308,pipe,G2,G3,G5
link_1309,pipe,G1,G1,G2
link_1310,pipe,G1,G1,G2
link_1311,pipe,G2,G3,G5
link_1312,pipe,G1,G1,G1
link_1313,pipe,G2,G3,G5
link_1314,pipe,G2,G3,G5
link_1315,pipe,G1,G2,G3
link_1316,pipe,G1,G1,G2
link_1317,pipe,G1,G1,G2
link_1318,pipe,G2,G3,G5
link_1319,pipe,G2,G3,G5
link_1320,pipe,G2,G3,G5
link_1321,pipe,G1,G2,G4
link_1322,pipe,G1,G1,G2
link_1323,pipe,G2,G3,G5
link_1324,pipe,G2,G3,G5
link_1325,pipe,G1,G1,G1
link_1326,pipe,G1,G1,G1
link_1327,pipe,G1,G1,G1
link_1328,pipe,G2,G3,G5
link_1329,pipe,G1,G2,G4
link_1330,pipe,G1,G2,G4
link_1331,pipe,G1,G1,G2
link_1332,pipe,G2,G3,G5
link_1333,pipe,G1,G1,G1
link_1334,pipe,G2,G3,G5
link_1335,pipe,G1,G1,G2
link_1336,pipe,G2,G3,G5
link_1337,pipe,G2,G3,G5
link_1338,pipe,G2,G3,G5
link_1339,pipe,G1,G1,G1
link_1340,pipe,G2,G3,G5
link_1341,pipe,G1,G1,G2
link_1342,pipe,G2,G3,G5
link_1343,pipe,G2,G3,G5
link_1344,pipe,G2,G3,G5
link_1345,pipe,G2,G3,G5
link_1346,pipe,G1,G1,G2
link_1347,pipe,G2,G3,G5
link_1348,pipe,G2,G3,G5
link_1349,pipe,G2,G3,G5
link_1350,pipe,G2,G3,G5
link_1351,pipe,G1,G2,G4
link_1352,pipe,G2,G3,G5
link_1353,pipe,G2,G3,G5
link_1354,pipe,G2,G3,G5
link_1355,pipe,G2,G3,G5
link_1356,pipe,G1,G1,G1
link_1357,pipe,G1,G1,G1
link_1358,pipe,G2,G3,G5
link_1359,pipe,G2,G3,G5
link_1360,pipe,G2,G3,G5
link_1361,pipe,G2,G3,G5
link_1362,pipe,G2,G3,G5
link_1363,pipe,G2,G3,G5
link_1364,pipe,G1,G2,G4
link_1365,pipe,G2,G3,G5
link_1366,pipe,G1,G2,G4
link_1367,pipe,G1,G1,G1
link_1368,pipe,G1,G1,G2
link_1369,pipe,G2,G3,G5
link_1370,pipe,G2,G3,G5
link_1371,pipe,G1,G2,G4
link_1372,pipe,G1,G2,G4
link_1373,pipe,G1,G1,G1
link_1374,pipe,G2,G3,G5
link_1375,pipe,G1,G1,G2
link_1376,pipe,G1,G1,G1
link_1377,pipe,G1,G1,G2
link_1378,pipe,G1,G1,G1
link_1379,pipe,G2,G3,G5
link_1380,pipe,G2,G3,G5
link_1381,pipe,G2,G3,G5
link_1382,pipe,G2,G3,G5
link_1383,pipe,G2,G3,G5
link_1384,pipe,G2,G3,G5
link_1385,pipe,G2,G3,G5
link_1386,pipe,G2,G3,G5
link_1387,pipe,G1,G2,G4
link_1388,pipe,G1,G2,G3
link_1389,pipe,G1,G1,G1
link_1390,pipe,G1,G2,G3
link_1391,pipe,G1,G2,G4
link_1392,pipe,G1,G1,G2
link_1393,pipe,G1,G1,G2
link_1394,pipe,G1,G1,G2
link_1395,pipe,G1,G1,G1
link_1396,pipe,G1,G1,G2
link_1397,pipe,G2,G3,G5
link_1398,pipe,G2,G3,G5
link_1399,pipe,G2,G3,G5
link_1400,pipe,G2,G3,G5
link_1401,pipe,G2,G3,G5
link_1402,pipe,G2,G3,G5
link_1403,pipe,G2,G3,G5
link_1404,pipe,G2,G3,G5
link_1405,pipe,G2,G3,G5
link_1406,pipe,G2,G3,G5
link_1407,pipe,G2,G3,G5
link_1408,pipe,G2,G3,G5
link_1409,pipe,G2,G3,G5
link_1410,pipe,G2,G3,G5
link_1411,pipe,G2,G3,G5
link_1412,pipe,G2,G3,G5
link_1413,pipe,G2,G3,G5
link_1414,pipe,G2,G3,G5
link_1415,pipe,G2,G3,G5
link_1416,pipe,G1,G2,G4
link_1417,pipe,G1,G1,G1
link_1418,pipe,G1,G1,G2
link_1419,pipe,G1,G1,G2
link_1420,pipe,G1,G2,G4
link_1421,pipe,G2,G3,G5
link_1422,pipe,G2,G3,G5
link_1423,pipe,G1,G2,G4
link_1424,pipe,G2,G3,G5
link_1425,pipe,G1,G2,G4
link_1426,pipe,G1,G2,G3
link_1427,pipe,G2,G3,G5
link_1428,pipe,G2,G3,G5
link_1429,pipe,G2,G3,G5
link_1430,pipe,G1,G1,G1
link_1431,pipe,G1,G1,G2
link_1432,pipe,G1,G1,G2
link_1433,pipe,G1,G1,G1
link_1434,pipe,G1,G1,G2
link_1435,pipe,G1,G1,G2
link_1436,pipe,G1,G1,G2
link_1437,pipe,G1,G1,G2
link_1438,pipe,G1,G1,G2
link_1439,pipe,G1,G1,G1
link_1440,pipe,G1,G1,G2
link_1441,pipe,G1,G1,G2
link_1442,pipe,G2,G3,G5
link_1443,pipe,G1,G1,G1
link_1444,pipe,G1,G1,G2
link_1445,pipe,G1,G1,G1
link_1446,pipe,G2,G3,G5
link_1447,pipe,G1,G1,G2
link_1448,pipe,G1,G2,G3
link_1449,pipe,G1,G1,G2
link_1450,pipe,G2,G3,G5
link_1451,pipe,G1,G1,G1
link_1452,pipe,G2,G3,G5
link_1453,pipe,G2,G3,G5
link_1454,pipe,G1,G1,G2
link_1455,pipe,G1,G1,G1
link_1456,pipe,G1,G1,G2
link_1457,pipe,G1,G1,G1
link_1458,pipe,G1,G1,G1
link_1459,pipe,G2,G3,G5
link_1460,pipe,G2,G3,G5
link_1461,pipe,G2,G3,G5
link_1462,pipe,G2,G3,G5
link_1463,pipe,G1,G1,G2
link_1464,pipe,G1,G1,G2
link_1465,pipe,G1,G1,G2
link_1466,pipe,G2,G3,G5
link_1467,pipe,G2,G3,G5
link_1468,pipe,G1,G1,G2
link_1469,pipe,G2,G3,G5
link_1470,pipe,G2,G3,G5
link_1471,pipe,G2,G3,G5
link_1472,pipe,G1,G1,G2
link_1473,pipe,G1,G1,G1
link_1474,pipe,G1,G1,G2
link_1475,pipe,G1,G1,G2
link_1476,pipe,G1,G1,G1
link_1477,pipe,G1,G1,G2
link_1478,pipe,G1,G1,G2
link_1479,pipe,G1,G1,G1
link_1480,pipe,G1,G1,G2
link_1481,pipe,G1,G1,G1
link_1482,pipe,G1,G1,G1
link_1483,pipe,G1,G1,G1
link_1484,pipe,G1,G1,G2
link_1485,pipe,G2,G3,G5
link_1486,pipe,G1,G1,G1
link_1487,pipe,G2,G3,G5
link_1488,pipe,G1,G1,G1
link_1489,pipe,G1,G1,G2
link_1490,pipe,G1,G1,G1
link_1491,pipe,G1,G1,G1
link_1492,pipe,G1,G1,G1
link_1493,pipe,G1,G1,G1
link_1494,pipe,G1,G1,G2
link_1495,pipe,G2,G3,G5
link_1496,pipe,G1,G2,G3
link_1497,pipe,G1,G1,G2
link_1498,pipe,G1,G2,G3
link_1499,pipe,G1,G1,G1
link_1500,pipe,G1,G1,G2
link_1501,pipe,G1,G1,G1
link_1502,pipe,G1,G2,G3
link_1503,pipe,G1,G2,G3
link_1504,pipe,G1,G2,G3
link_1505,pipe,G2,G3,G5
link_1506,pipe,G2,G3,G5
link_1507,pipe,G2,G3,G5
link_1508,pipe,G2,G3,G5
link_1509,pipe,G2,G3,G5
link_1510,pipe,G2,G3,G5
link_1511,pipe,G2,G3,G5
link_1512,pipe,G2,G3,G5
link_1513,pipe,G2,G3,G5
link_1514,pipe,G2,G3,G5
link_1515,pipe,G1,G1,G1
link_1516,pipe,G1,G2,G3
link_1517,pipe,G1,G1,G1
link_1518,pipe,G1,G1,G2
link_1519,pipe,G1,G1,G2
link_1520,pipe,G1,G1,G1
link_1521,pipe,G1,G1,G2
link_1522,pipe,G1,G1,G1
link_1523,pipe,G1,G1,G2
link_1524,pipe,G1,G1,G2
link_1525,pipe,G1,G1,G2
link_1526,pipe,G2,G3,G5
link_1527,pipe,G1,G1,G2
link_1528,pipe,G2,G3,G5
link_1529,pipe,G1,G1,G2
link_1530,pipe,G1,G1,G2
link_1531,pipe,G1,G1,G2
link_1532,pipe,G1,G1,G1
link_1533,pipe,G1,G1,G2
link_1534,pipe,G2,G3,G5
link_1535,pipe,G1,G1,G2
link_1536,pipe,G1,G1,G1
link_1537,pipe,G1,G1,G2
link_1538,pipe,G1,G1,G2
link_1539,pipe,G1,G1,G1
link_1540,pipe,G1,G1,G1
link_1541,pipe,G2,G3,G5
link_1542,pipe,G1,G1,G2
link_1543,pipe,G2,G3,G5
link_1544,pipe,G1,G1,G2
link_1545,pipe,G1,G1,G1
link_1546,pipe,G1,G1,G2
link_1547,pipe,G1,G1,G2
