datetime,bwfl_id,dma_id,wwmd_id,data_type,min,mean,max
2022-12-02 00:00:00,BW1_1,2296.0,2297.0,chlorine,0.33,0.39,0.43
2022-12-02 00:15:00,BW1_1,2296.0,2297.0,chlorine,0.3,0.34,0.4
2022-12-02 00:30:00,BW1_1,2296.0,2297.0,chlorine,0.42,0.43,0.43
2022-12-02 00:45:00,BW1_1,2296.0,2297.0,chlorine,0.44,0.44,0.44
2022-12-02 01:00:00,BW1_1,2296.0,2297.0,chlorine,0.44,0.44,0.44
2022-12-02 01:15:00,BW1_1,2296.0,2297.0,chlorine,0.44,0.44,0.44
2022-12-02 01:30:00,BW1_1,2296.0,2297.0,chlorine,0.44,0.44,0.44
2022-12-02 01:45:00,BW1_1,2296.0,2297.0,chlorine,0.44,0.44,0.45
2022-12-02 02:00:00,BW1_1,2296.0,2297.0,chlorine,0.45,0.45,0.45
2022-12-02 02:15:00,BW1_1,2296.0,2297.0,chlorine,0.45,0.45,0.45
2022-12-02 02:30:00,BW1_1,2296.0,2297.0,chlorine,0.45,0.45,0.46
2022-12-02 02:45:00,BW1_1,2296.0,2297.0,chlorine,0.46,0.46,0.46
2022-12-02 03:00:00,BW1_1,2296.0,2297.0,chlorine,0.46,0.46,0.46
2022-12-02 03:15:00,BW1_1,2296.0,2297.0,chlorine,0.46,0.46,0.47
2022-12-02 03:30:00,BW1_1,2296.0,2297.0,chlorine,0.46,0.46,0.46
2022-12-02 03:45:00,BW1_1,2296.0,2297.0,chlorine,0.45,0.45,0.46
2022-12-02 04:00:00,BW1_1,2296.0,2297.0,chlorine,0.45,0.45,0.45
2022-12-02 04:15:00,BW1_1,2296.0,2297.0,chlorine,0.45,0.45,0.45
2022-12-02 04:30:00,BW1_1,2296.0,2297.0,chlorine,0.45,0.45,0.45
2022-12-02 04:45:00,BW1_1,2296.0,2297.0,chlorine,0.45,0.45,0.45
2022-12-02 05:00:00,BW1_1,2296.0,2297.0,chlorine,0.45,0.45,0.46
2022-12-02 05:15:00,BW1_1,2296.0,2297.0,chlorine,0.46,0.46,0.46
2022-12-02 05:30:00,BW1_1,2296.0,2297.0,chlorine,0.46,0.46,0.46
2022-12-02 05:45:00,BW1_1,2296.0,2297.0,chlorine,0.46,0.46,0.46
2022-12-02 06:00:00,BW1_1,2296.0,2297.0,chlorine,0.46,0.46,0.46
2022-12-02 06:15:00,BW1_1,2296.0,2297.0,chlorine,0.46,0.47,0.48
2022-12-02 06:30:00,BW1_1,2296.0,2297.0,chlorine,0.5,0.5,0.5
2022-12-02 06:45:00,BW1_1,2296.0,2297.0,chlorine,0.51,0.51,0.51
2022-12-02 07:00:00,BW1_1,2296.0,2297.0,chlorine,0.51,0.51,0.52
2022-12-02 07:15:00,BW1_1,2296.0,2297.0,chlorine,0.52,0.52,0.52
2022-12-02 07:30:00,BW1_1,2296.0,2297.0,chlorine,0.52,0.52,0.52
2022-12-02 07:45:00,BW1_1,2296.0,2297.0,chlorine,0.53,0.53,0.53
2022-12-02 08:00:00,BW1_1,2296.0,2297.0,chlorine,0.53,0.54,0.54
2022-12-02 08:15:00,BW1_1,2296.0,2297.0,chlorine,0.54,0.55,0.55
2022-12-02 08:30:00,BW1_1,2296.0,2297.0,chlorine,0.55,0.55,0.55
2022-12-02 08:45:00,BW1_1,2296.0,2297.0,chlorine,0.54,0.55,0.55
2022-12-02 09:00:00,BW1_1,2296.0,2297.0,chlorine,0.54,0.54,0.54
