datetime,bwfl_id,dma_id,wwmd_id,min,mean,max
2023-08-04 00:00:00,Stoke Lane PRV,2296,2297,6.337718,7.745241,9.265449
2023-08-04 00:15:00,Stoke Lane PRV,2296,2297,6.4737597,7.6923814,9.055717
2023-08-04 00:30:00,Stoke Lane PRV,2296,2297,6.207345,7.434973,8.828981
2023-08-04 00:45:00,Stoke Lane PRV,2296,2297,5.960769,7.157765,8.905505
2023-08-04 01:00:00,Stoke Lane PRV,2296,2297,5.909754,6.9775333,8.420856
2023-08-04 01:15:00,Stoke Lane PRV,2296,2297,5.651841,6.80744,7.9787207
2023-08-04 01:30:00,Stoke Lane PRV,2296,2297,5.532805,6.5891833,7.7519846
2023-08-04 01:45:00,Stoke Lane PRV,2296,2297,5.405266,6.4506516,7.5394197
2023-08-04 02:00:00,Stoke Lane PRV,2296,2297,5.3315763,6.3653407,7.644285
2023-08-04 02:15:00,Stoke Lane PRV,2296,2297,5.039654,6.107404,7.43172
2023-08-04 02:30:00,Stoke Lane PRV,2296,2297,4.985804,5.9931955,7.122792
2023-08-04 02:45:00,Stoke Lane PRV,2296,2297,4.900778,5.9272823,7.0604396
2023-08-04 03:00:00,Stoke Lane PRV,2296,2297,4.9744673,6.060666,7.332523
2023-08-04 03:15:00,Stoke Lane PRV,2296,2297,4.9517937,6.046147,7.29001
2023-08-04 03:30:00,Stoke Lane PRV,2296,2297,4.6286945,5.867689,7.156802
2023-08-04 03:45:00,Stoke Lane PRV,2296,2297,4.846928,5.8185964,6.992419
2023-08-04 04:00:00,Stoke Lane PRV,2296,2297,4.7817416,5.8730326,7.1709733
2023-08-04 04:15:00,Stoke Lane PRV,2296,2297,4.7930784,5.937551,7.601772
2023-08-04 04:30:00,Stoke Lane PRV,2296,2297,4.9744673,6.280857,8.30182
2023-08-04 04:45:00,Stoke Lane PRV,2296,2297,4.8667674,6.1743665,8.009897
2023-08-04 05:00:00,Stoke Lane PRV,2296,2297,5.187032,7.0225463,9.775604
2023-08-04 05:15:00,Stoke Lane PRV,2296,2297,5.450613,6.9562907,8.758126
2023-08-04 05:30:00,Stoke Lane PRV,2296,2297,5.419437,7.669259,9.863465
2023-08-04 05:45:00,Stoke Lane PRV,2296,2297,6.870548,9.248045,11.215379
2023-08-04 06:00:00,Stoke Lane PRV,2296,2297,8.287649,11.341192,13.53659
2023-08-04 06:15:00,Stoke Lane PRV,2296,2297,10.2914295,12.381949,14.449203
2023-08-04 06:30:00,Stoke Lane PRV,2296,2297,11.748209,13.7493,15.537537
