datetime,bwfl_id,dma_id,wwmd_id,min,mean,max
2022-01-25 00:00:00,Stoke Lane PRV (inlet),2296.0,2297.0,51.99,53.76,55.34
2022-01-25 00:15:00,Stoke Lane PRV (inlet),2296.0,2297.0,52.63,54.260000000000005,55.81
2022-01-25 00:30:00,Stoke Lane PRV (inlet),2296.0,2297.0,52.73,54.48,56.25
2022-01-25 00:45:00,Stoke Lane PRV (inlet),2296.0,2297.0,52.99,54.510000000000005,56.14
2022-01-25 01:00:00,Stoke Lane PRV (inlet),2296.0,2297.0,53.370000000000005,54.74,55.99
2022-01-25 01:15:00,Stoke Lane PRV (inlet),2296.0,2297.0,53.35,55.05,56.98
2022-01-25 01:30:00,Stoke Lane PRV (inlet),2296.0,2297.0,53.620000000000005,55.150000000000006,56.61
2022-01-25 01:45:00,Stoke Lane PRV (inlet),2296.0,2297.0,53.690000000000005,55.23,56.63
2022-01-25 02:00:00,Stoke Lane PRV (inlet),2296.0,2297.0,52.54,55.08,56.78
2022-01-25 02:15:00,Stoke Lane PRV (inlet),2296.0,2297.0,53.34,55.03,56.48
2022-01-25 02:30:00,Stoke Lane PRV (inlet),2296.0,2297.0,53.3,55.11,56.78
2022-01-25 02:45:00,Stoke Lane PRV (inlet),2296.0,2297.0,53.370000000000005,55.3,56.46000000000001
2022-01-25 03:00:00,Stoke Lane PRV (inlet),2296.0,2297.0,52.86,55.06,56.98
2022-01-25 03:15:00,Stoke Lane PRV (inlet),2296.0,2297.0,51.85,54.1,55.81
2022-01-25 03:30:00,Stoke Lane PRV (inlet),2296.0,2297.0,52.620000000000005,54.17,55.84
2022-01-25 03:45:00,Stoke Lane PRV (inlet),2296.0,2297.0,52.51,54.34,55.81
2022-01-25 04:00:00,Stoke Lane PRV (inlet),2296.0,2297.0,53.26,55.24,57.55
2022-01-25 04:15:00,Stoke Lane PRV (inlet),2296.0,2297.0,54.24,55.88,57.44
2022-01-25 04:30:00,Stoke Lane PRV (inlet),2296.0,2297.0,54.010000000000005,55.790000000000006,57.57000000000001
2022-01-25 04:45:00,Stoke Lane PRV (inlet),2296.0,2297.0,52.99,55.67,57.260000000000005
