datetime,bwfl_id,dma_id,wwmd_id,min,mean,max
2022-12-22 00:00:00,Stoke Lane PRV (inlet),2296.0,2297.0,51.31,52.79,54.0
2022-12-22 00:15:00,Stoke Lane PRV (inlet),2296.0,2297.0,52.16,53.07,54.28
2022-12-22 00:30:00,Stoke Lane PRV (inlet),2296.0,2297.0,51.73,53.13,54.11
2022-12-22 00:45:00,Stoke Lane PRV (inlet),2296.0,2297.0,52.43,53.48,55.02
2022-12-22 01:00:00,Stoke Lane PRV (inlet),2296.0,2297.0,54.07000000000001,55.52,60.63
2022-12-22 01:15:00,Stoke Lane PRV (inlet),2296.0,2297.0,54.650000000000006,55.540000000000006,56.35
2022-12-22 01:30:00,Stoke Lane PRV (inlet),2296.0,2297.0,54.55,55.61,56.73
2022-12-22 01:45:00,Stoke Lane PRV (inlet),2296.0,2297.0,54.540000000000006,55.73,56.870000000000005
2022-12-22 02:00:00,Stoke Lane PRV (inlet),2296.0,2297.0,54.91,55.77,56.71000000000001
2022-12-22 02:15:00,Stoke Lane PRV (inlet),2296.0,2297.0,55.010000000000005,55.83,56.96000000000001
2022-12-22 02:30:00,Stoke Lane PRV (inlet),2296.0,2297.0,54.1,55.85,57.02
2022-12-22 02:45:00,Stoke Lane PRV (inlet),2296.0,2297.0,54.97,55.95,56.94
2022-12-22 03:00:00,Stoke Lane PRV (inlet),2296.0,2297.0,54.870000000000005,56.03,57.05
2022-12-22 03:15:00,Stoke Lane PRV (inlet),2296.0,2297.0,54.82000000000001,56.19,57.46000000000001
2022-12-22 03:30:00,Stoke Lane PRV (inlet),2296.0,2297.0,55.36,56.36,57.41
2022-12-22 03:45:00,Stoke Lane PRV (inlet),2296.0,2297.0,52.52,54.260000000000005,56.57000000000001
2022-12-22 04:00:00,Stoke Lane PRV (inlet),2296.0,2297.0,51.79,54.040000000000006,55.38
2022-12-22 04:15:00,Stoke Lane PRV (inlet),2296.0,2297.0,52.92,54.16,55.38
2022-12-22 04:30:00,Stoke Lane PRV (inlet),2296.0,2297.0,52.84,54.05,55.400000000000006
2022-12-22 04:45:00,Stoke Lane PRV (inlet),2296.0,2297.0,52.74,54.0,55.06
2022-12-22 05:00:00,Stoke Lane PRV (inlet),2296.0,2297.0,51.81,53.72,55.08
2022-12-22 05:15:00,Stoke Lane PRV (inlet),2296.0,2297.0,51.76,53.48,54.790000000000006
2022-12-22 05:30:00,Stoke Lane PRV (inlet),2296.0,2297.0,51.81,53.3,54.53
2022-12-22 05:45:00,Stoke Lane PRV (inlet),2296.0,2297.0,52.41,55.31,57.73
2022-12-22 06:00:00,Stoke Lane PRV (inlet),2296.0,2297.0,54.19,55.290000000000006,56.650000000000006
2022-12-22 06:15:00,Stoke Lane PRV (inlet),2296.0,2297.0,53.84,54.93000000000001,56.02
2022-12-22 06:30:00,Stoke Lane PRV (inlet),2296.0,2297.0,53.68,54.89,55.900000000000006
2022-12-22 06:45:00,Stoke Lane PRV (inlet),2296.0,2297.0,53.6,54.61,55.61
2022-12-22 07:00:00,Stoke Lane PRV (inlet),2296.0,2297.0,52.75,54.08,55.14
2022-12-22 07:15:00,Stoke Lane PRV (inlet),2296.0,2297.0,52.34,53.93,55.010000000000005
2022-12-22 07:30:00,Stoke Lane PRV (inlet),2296.0,2297.0,51.53,52.99,54.69
2022-12-22 07:45:00,Stoke Lane PRV (inlet),2296.0,2297.0,51.33,52.55,53.95
2022-12-22 08:00:00,Stoke Lane PRV (inlet),2296.0,2297.0,50.64,52.14,53.42
2022-12-22 08:15:00,Stoke Lane PRV (inlet),2296.0,2297.0,50.26,51.63,52.93
2022-12-22 08:30:00,Stoke Lane PRV (inlet),2296.0,2297.0,49.91,51.26,52.48
2022-12-22 08:45:00,Stoke Lane PRV (inlet),2296.0,2297.0,49.49,50.77,52.09
2022-12-22 09:00:00,Stoke Lane PRV (inlet),2296.0,2297.0,49.2,50.34,52.03
2022-12-22 09:15:00,Stoke Lane PRV (inlet),2296.0,2297.0,48.91,50.28,51.83
2022-12-22 09:30:00,Stoke Lane PRV (inlet),2296.0,2297.0,47.4,49.38,51.21
2022-12-22 09:45:00,Stoke Lane PRV (inlet),2296.0,2297.0,47.0,48.46,50.09
2022-12-22 10:00:00,Stoke Lane PRV (inlet),2296.0,2297.0,46.49,47.68,48.79
2022-12-22 10:15:00,Stoke Lane PRV (inlet),2296.0,2297.0,46.32,47.96,49.04
2022-12-22 10:30:00,Stoke Lane PRV (inlet),2296.0,2297.0,47.07,48.31,49.63
2022-12-22 10:45:00,Stoke Lane PRV (inlet),2296.0,2297.0,46.43,48.3,50.26
2022-12-22 11:00:00,Stoke Lane PRV (inlet),2296.0,2297.0,46.41,48.27,49.75
2022-12-22 11:15:00,Stoke Lane PRV (inlet),2296.0,2297.0,47.04,48.49,49.79
2022-12-22 11:30:00,Stoke Lane PRV (inlet),2296.0,2297.0,46.95,48.45,49.66
2022-12-22 11:45:00,Stoke Lane PRV (inlet),2296.0,2297.0,47.43,48.88,50.11
2022-12-22 12:00:00,Stoke Lane PRV (inlet),2296.0,2297.0,47.31,49.28,51.120000000000005
2022-12-22 12:15:00,Stoke Lane PRV (inlet),2296.0,2297.0,47.41,49.08,50.51
2022-12-22 12:30:00,Stoke Lane PRV (inlet),2296.0,2297.0,47.9,49.52,50.8
2022-12-22 12:45:00,Stoke Lane PRV (inlet),2296.0,2297.0,47.61,48.92,50.49
2022-12-22 13:00:00,Stoke Lane PRV (inlet),2296.0,2297.0,48.09,49.47,51.42
2022-12-22 13:15:00,Stoke Lane PRV (inlet),2296.0,2297.0,48.02,49.7,51.120000000000005
2022-12-22 13:30:00,Stoke Lane PRV (inlet),2296.0,2297.0,48.81,49.97,51.16
2022-12-22 13:45:00,Stoke Lane PRV (inlet),2296.0,2297.0,48.6,49.75,51.1
2022-12-22 14:00:00,Stoke Lane PRV (inlet),2296.0,2297.0,48.67,50.120000000000005,51.33
2022-12-22 14:15:00,Stoke Lane PRV (inlet),2296.0,2297.0,48.75,50.46,51.6
2022-12-22 14:30:00,Stoke Lane PRV (inlet),2296.0,2297.0,48.84,50.3,51.940000000000005
2022-12-22 14:45:00,Stoke Lane PRV (inlet),2296.0,2297.0,48.96,50.6,52.02
2022-12-22 15:00:00,Stoke Lane PRV (inlet),2296.0,2297.0,48.99,50.75,51.88
2022-12-22 15:15:00,Stoke Lane PRV (inlet),2296.0,2297.0,49.31,50.55,51.65
2022-12-22 15:30:00,Stoke Lane PRV (inlet),2296.0,2297.0,49.74,50.7,51.78
2022-12-22 15:45:00,Stoke Lane PRV (inlet),2296.0,2297.0,49.2,50.32,51.5
2022-12-22 16:00:00,Stoke Lane PRV (inlet),2296.0,2297.0,48.68,50.23,51.39
2022-12-22 16:15:00,Stoke Lane PRV (inlet),2296.0,2297.0,48.91,50.21,51.28
2022-12-22 16:30:00,Stoke Lane PRV (inlet),2296.0,2297.0,49.58,50.65,52.52
2022-12-22 16:45:00,Stoke Lane PRV (inlet),2296.0,2297.0,49.79,50.98,52.72
2022-12-22 17:00:00,Stoke Lane PRV (inlet),2296.0,2297.0,48.75,50.44,51.52
2022-12-22 17:15:00,Stoke Lane PRV (inlet),2296.0,2297.0,48.7,50.09,51.46
2022-12-22 17:30:00,Stoke Lane PRV (inlet),2296.0,2297.0,48.77,50.0,50.98
2022-12-22 17:45:00,Stoke Lane PRV (inlet),2296.0,2297.0,48.31,49.54,50.72
2022-12-22 18:00:00,Stoke Lane PRV (inlet),2296.0,2297.0,48.17,49.3,50.41
2022-12-22 18:15:00,Stoke Lane PRV (inlet),2296.0,2297.0,48.2,49.55,50.68
