datetime,bwfl_id,dma_id,wwmd_id,data_type,min,mean,max
2023-08-04 00:00:00,BW1_1,2296.0,2297.0,chlorine,0.6900000000000001,0.6900000000000001,0.6900000000000001
2023-08-04 00:15:00,BW1_1,2296.0,2297.0,chlorine,0.66,0.67,0.68
2023-08-04 00:30:00,BW1_1,2296.0,2297.0,chlorine,0.66,0.67,0.67
2023-08-04 00:45:00,BW1_1,2296.0,2297.0,chlorine,0.67,0.67,0.67
2023-08-04 01:00:00,BW1_1,2296.0,2297.0,chlorine,0.67,0.67,0.67
2023-08-04 01:15:00,BW1_1,2296.0,2297.0,chlorine,0.67,0.67,0.67
2023-08-04 01:30:00,BW1_1,2296.0,2297.0,chlorine,0.67,0.67,0.67
2023-08-04 01:45:00,BW1_1,2296.0,2297.0,chlorine,0.66,0.66,0.66
2023-08-04 02:00:00,BW1_1,2296.0,2297.0,chlorine,0.66,0.66,0.66
2023-08-04 02:15:00,BW1_1,2296.0,2297.0,chlorine,0.65,0.65,0.66
2023-08-04 02:30:00,BW1_1,2296.0,2297.0,chlorine,0.65,0.65,0.65
2023-08-04 02:45:00,BW1_1,2296.0,2297.0,chlorine,0.65,0.65,0.65
2023-08-04 03:00:00,BW1_1,2296.0,2297.0,chlorine,0.65,0.65,0.65
2023-08-04 03:15:00,BW1_1,2296.0,2297.0,chlorine,0.64,0.64,0.64
2023-08-04 03:30:00,BW1_1,2296.0,2297.0,chlorine,0.64,0.64,0.64
2023-08-04 03:45:00,BW1_1,2296.0,2297.0,chlorine,0.64,0.64,0.64
2023-08-04 04:00:00,BW1_1,2296.0,2297.0,chlorine,0.63,0.63,0.64
2023-08-04 04:15:00,BW1_1,2296.0,2297.0,chlorine,0.63,0.63,0.63
2023-08-04 04:30:00,BW1_1,2296.0,2297.0,chlorine,0.62,0.63,0.63
2023-08-04 04:45:00,BW1_1,2296.0,2297.0,chlorine,0.62,0.62,0.62
2023-08-04 05:00:00,BW1_1,2296.0,2297.0,chlorine,0.62,0.62,0.62
2023-08-04 05:15:00,BW1_1,2296.0,2297.0,chlorine,0.61,0.62,0.62
2023-08-04 05:30:00,BW1_1,2296.0,2297.0,chlorine,0.61,0.61,0.61
2023-08-04 05:45:00,BW1_1,2296.0,2297.0,chlorine,0.61,0.61,0.61
2023-08-04 06:00:00,BW1_1,2296.0,2297.0,chlorine,0.61,0.61,0.61
2023-08-04 06:15:00,BW1_1,2296.0,2297.0,chlorine,0.61,0.61,0.61
2023-08-04 06:30:00,BW1_1,2296.0,2297.0,chlorine,0.61,0.61,0.61
2023-08-04 06:45:00,BW1_1,2296.0,2297.0,chlorine,0.61,0.61,0.61
2023-08-04 07:00:00,BW1_1,2296.0,2297.0,chlorine,0.61,0.61,0.61
2023-08-04 07:15:00,BW1_1,2296.0,2297.0,chlorine,0.61,0.61,0.61
2023-08-04 07:30:00,BW1_1,2296.0,2297.0,chlorine,0.61,0.62,0.62
2023-08-04 07:45:00,BW1_1,2296.0,2297.0,chlorine,0.62,0.62,0.62
2023-08-04 08:00:00,BW1_1,2296.0,2297.0,chlorine,0.62,0.62,0.63
2023-08-04 08:15:00,BW1_1,2296.0,2297.0,chlorine,0.63,0.63,0.63
2023-08-04 08:30:00,BW1_1,2296.0,2297.0,chlorine,0.63,0.63,0.63
2023-08-04 08:45:00,BW1_1,2296.0,2297.0,chlorine,0.63,0.63,0.63
2023-08-04 09:00:00,BW1_1,2296.0,2297.0,chlorine,0.63,0.63,0.63
2023-08-04 09:15:00,BW1_1,2296.0,2297.0,chlorine,0.63,0.63,0.63
2023-08-04 09:30:00,BW1_1,2296.0,2297.0,chlorine,0.62,0.62,0.62
2023-08-04 09:45:00,BW1_1,2296.0,2297.0,chlorine,0.61,0.62,0.62
2023-08-04 10:00:00,BW1_1,2296.0,2297.0,chlorine,0.61,0.61,0.61
2023-08-04 10:15:00,BW1_1,2296.0,2297.0,chlorine,0.61,0.61,0.61
2023-08-04 10:30:00,BW1_1,2296.0,2297.0,chlorine,0.61,0.61,0.61
2023-08-04 10:45:00,BW1_1,2296.0,2297.0,chlorine,0.6,0.61,0.61
2023-08-04 11:00:00,BW1_1,2296.0,2297.0,chlorine,0.6,0.6,0.6
2023-08-04 11:15:00,BW1_1,2296.0,2297.0,chlorine,0.6,0.6,0.6
2023-08-04 11:30:00,BW1_1,2296.0,2297.0,chlorine,0.6,0.6,0.6
2023-08-04 11:45:00,BW1_1,2296.0,2297.0,chlorine,0.6,0.6,0.6
2023-08-04 12:00:00,BW1_1,2296.0,2297.0,chlorine,0.59,0.59,0.59
2023-08-04 12:15:00,BW1_1,2296.0,2297.0,chlorine,0.59,0.59,0.59
2023-08-04 12:30:00,BW1_1,2296.0,2297.0,chlorine,0.59,0.59,0.59
2023-08-04 12:45:00,BW1_1,2296.0,2297.0,chlorine,0.59,0.59,0.59
2023-08-04 13:00:00,BW1_1,2296.0,2297.0,chlorine,0.59,0.59,0.59
2023-08-04 13:15:00,BW1_1,2296.0,2297.0,chlorine,0.59,0.59,0.59
2023-08-04 13:30:00,BW1_1,2296.0,2297.0,chlorine,0.59,0.59,0.59
2023-08-04 13:45:00,BW1_1,2296.0,2297.0,chlorine,0.59,0.59,0.59
2023-08-04 14:00:00,BW1_1,2296.0,2297.0,chlorine,0.58,0.59,0.59
2023-08-04 14:15:00,BW1_1,2296.0,2297.0,chlorine,0.58,0.58,0.58
2023-08-04 14:30:00,BW1_1,2296.0,2297.0,chlorine,0.58,0.59,0.59
2023-08-04 14:45:00,BW1_1,2296.0,2297.0,chlorine,0.58,0.58,0.58
2023-08-04 15:00:00,BW1_1,2296.0,2297.0,chlorine,0.58,0.58,0.58
2023-08-04 15:15:00,BW1_1,2296.0,2297.0,chlorine,0.58,0.58,0.58
2023-08-04 15:30:00,BW1_1,2296.0,2297.0,chlorine,0.58,0.58,0.58
2023-08-04 15:45:00,BW1_1,2296.0,2297.0,chlorine,0.58,0.58,0.58
2023-08-04 16:00:00,BW1_1,2296.0,2297.0,chlorine,0.58,0.58,0.58
