index,type,C
199,pipe,96.17024294623828
200,pipe,159.99999969465506
201,pipe,159.99999986457914
202,pipe,159.99999969465506
203,pipe,159.99999969465506
204,pipe,159.9999979427716
205,pipe,159.99999998743158
206,pipe,159.99999998743158
207,pipe,159.99999998743158
208,pipe,159.9999979427716
209,pipe,159.99999148658347
210,pipe,159.99999998743158
211,pipe,159.99999998743158
212,pipe,159.99999969465506
213,pipe,159.9999979427716
214,pipe,159.9999979427716
215,pipe,159.9999979427716
216,pipe,159.99999969465506
217,pipe,159.99999969465506
218,pipe,159.99999990555898
219,pipe,45.000000190484876
220,pipe,159.99999970361924
221,pipe,159.9999997188138
222,pipe,159.99999969465506
223,pipe,159.99999969465506
224,pipe,159.99999997287114
225,pipe,159.9999997188138
226,pipe,159.99999997287114
227,pipe,159.99999970361924
228,pipe,159.99999970361924
229,pipe,159.99999998743158
230,pipe,159.9999997188138
231,pipe,159.9999997188138
232,pipe,159.9999997188138
233,pipe,159.99999974586189
234,pipe,159.9999997188138
235,pipe,159.9999979427716
236,pipe,159.9999997188138
237,pipe,96.17024294623828
238,pipe,159.99999997287114
239,pipe,159.99999997287114
240,pipe,159.99999997287114
241,pipe,159.99999997287114
242,pipe,159.99999997287114
243,pipe,159.99999997287114
244,pipe,159.99999997287114
245,pipe,159.99999997287114
246,pipe,159.99999997287114
247,pipe,159.99999997287114
248,pipe,159.99999997287114
249,pipe,159.99999997287114
250,pipe,159.99999997287114
251,pipe,159.99999997287114
252,pipe,159.9999997188138
253,pipe,159.99999997287114
254,pipe,159.99999998743158
255,pipe,159.99999997287114
256,pipe,159.99999986457914
257,pipe,159.99999974586189
258,pipe,159.99999990555898
259,pipe,123.55650297849681
260,pipe,159.99999997287114
261,pipe,159.99999997287114
262,pipe,159.99999997287114
263,pipe,159.99999997287114
264,pipe,159.99999997287114
265,pipe,159.99999997287114
266,pipe,159.99999997287114
267,pipe,159.99999997287114
268,pipe,159.99999974586189
269,pipe,159.99999974586189
270,pipe,159.9999997188138
271,pipe,159.99994673276134
272,pipe,123.55650297849681
273,pipe,159.99999974586189
274,pipe,159.99999997287114
275,pipe,159.99999997287114
276,pipe,159.99999997287114
277,pipe,159.9999997188138
278,pipe,159.99999974586189
279,pipe,159.99999974586189
280,pipe,159.99999974586189
281,pipe,159.99999997287114
282,pipe,159.99999997287114
283,pipe,159.99999997287114
284,pipe,159.99999997287114
285,pipe,159.99999997287114
286,pipe,159.99999997287114
287,pipe,159.99999997287114
288,pipe,159.99999997287114
289,pipe,159.99999974586189
290,pipe,159.99999997287114
291,pipe,96.17024294623828
292,pipe,159.99999997287114
293,pipe,159.99999997287114
294,pipe,159.99999997287114
295,pipe,159.9999997188138
296,pipe,159.99999997287114
297,pipe,159.99999997287114
298,pipe,159.99999997287114
299,pipe,159.99999997287114
300,pipe,159.99999997287114
301,pipe,159.9999997188138
302,pipe,159.99999997287114
303,pipe,159.99999997287114
304,pipe,159.99999969465506
305,pipe,159.99999997287114
306,pipe,159.99999997287114
307,pipe,159.99999997287114
308,pipe,159.99999997287114
309,pipe,159.9999997188138
310,pipe,159.9999997188138
311,pipe,159.9999997188138
312,pipe,123.55650297849681
313,pipe,159.99999997287114
314,pipe,159.9999979427716
315,pipe,159.99999148658347
316,pipe,159.9999997188138
317,pipe,159.9999997188138
318,pipe,159.99999997287114
319,pipe,159.9999997188138
320,pipe,159.99999997287114
321,pipe,45.00000186738001
322,pipe,123.55650297849681
323,pipe,123.55650297849681
324,pipe,159.99999997287114
325,pipe,45.000000190484876
326,pipe,159.9999997188138
327,pipe,159.9999997188138
328,pipe,159.99999997287114
329,pipe,159.99999997287114
330,pipe,159.99999998743158
331,pipe,159.99999969465506
332,pipe,159.99999997287114
333,pipe,159.99999997287114
334,pipe,159.99999997287114
335,pipe,123.55650297849681
336,pipe,159.9999997188138
337,pipe,159.9999997188138
338,pipe,159.9999997188138
339,pipe,159.99999997287114
340,pipe,159.99999974586189
341,pipe,88.41819999999998
342,pipe,96.17024294623828
343,pipe,159.99999148658347
344,pipe,159.9999979427716
345,pipe,159.99999997287114
346,pipe,159.9999997188138
347,pipe,159.9999997188138
348,pipe,159.9999997188138
349,pipe,159.9999997188138
350,pipe,159.99999970609008
351,pipe,159.9999997188138
352,pipe,159.9999997188138
353,pipe,159.9999997188138
354,pipe,159.9999997188138
355,pipe,159.9999997188138
356,pipe,159.9999997188138
357,pipe,159.9999997188138
358,pipe,159.9999997188138
359,pipe,159.9999997188138
360,pipe,159.9999997188138
361,pipe,159.9999997188138
362,pipe,159.9999997188138
363,pipe,159.9999997188138
364,pipe,159.9999997188138
365,pipe,159.9999997188138
366,pipe,45.000000190484876
367,pipe,45.000000190484876
368,pipe,159.99999990555898
369,pipe,159.9999997188138
370,pipe,159.9999997188138
371,pipe,159.99999990555898
372,pipe,45.000000190484876
373,pipe,45.000000190484876
374,pipe,159.99999990555898
375,pipe,159.99999997287114
376,pipe,159.99999997287114
377,pipe,159.99999997287114
378,pipe,159.99999990555898
379,pipe,45.000000190484876
380,pipe,159.99999990555898
381,pipe,159.99999990555898
382,pipe,159.99999974586189
383,pipe,159.9999997188138
384,pipe,159.99999974586189
385,pipe,159.99999974586189
386,pipe,159.99999974586189
387,pipe,159.99999974586189
388,pipe,159.99999974586189
389,pipe,159.99999974586189
390,pipe,159.99999974586189
391,pipe,159.9999997188138
392,pipe,159.9999997188138
393,pipe,159.99999974586189
394,pipe,159.99999974586189
395,pipe,159.99999974586189
396,pipe,159.99999974586189
397,pipe,159.9999997188138
398,pipe,159.9999997188138
399,pipe,159.9999997188138
400,pipe,159.9999997188138
401,pipe,159.99999974586189
402,pipe,159.99999974586189
403,pipe,159.99999997287114
404,pipe,159.99999997287114
405,pipe,159.9999997188138
406,pipe,159.99999974586189
407,pipe,159.99999974586189
408,pipe,159.99999970361924
409,pipe,159.99999974586189
410,pipe,159.99999997287114
411,pipe,159.99999974586189
412,pipe,159.99999974586189
413,pipe,159.99999974586189
414,pipe,159.99999974586189
415,pipe,159.99999997287114
416,pipe,159.99999997287114
417,pipe,159.99999997287114
418,pipe,159.99999974586189
419,pipe,159.99999974586189
420,pipe,159.99999974586189
421,pipe,159.99999974586189
422,pipe,159.99999997287114
423,pipe,159.99999997287114
424,pipe,159.99999997287114
425,pipe,159.99999997287114
426,pipe,159.99999997287114
427,pipe,159.99999997287114
428,pipe,159.99999974586189
429,pipe,159.99999997287114
430,pipe,159.99999974586189
431,pipe,159.99999997287114
432,pipe,159.99999974586189
433,pipe,159.99999997287114
434,pipe,159.99999974586189
435,pipe,159.99999997287114
436,pipe,159.99999974586189
437,pipe,159.99999997287114
438,pipe,159.99999974586189
439,pipe,159.99999997287114
440,pipe,159.99999974586189
441,pipe,159.99999974586189
442,pipe,159.99999974586189
443,pipe,159.99999997287114
444,pipe,159.99999997287114
445,pipe,159.99999974586189
446,pipe,159.99999974586189
447,pipe,159.99999974586189
448,pipe,159.99999974586189
449,pipe,159.99999974586189
450,pipe,159.99999974586189
451,pipe,159.99999974586189
452,pipe,159.99999974586189
453,pipe,159.99999974586189
454,pipe,159.99999997287114
455,pipe,159.99999997287114
456,pipe,159.99999997287114
457,pipe,159.99999997287114
458,pipe,159.99999974586189
459,pipe,159.99999997287114
460,pipe,159.99999974586189
461,pipe,159.99999997287114
462,pipe,159.99999974586189
463,pipe,159.99999974586189
464,pipe,159.99999990555898
465,pipe,159.99999990555898
466,pipe,159.9999997188138
467,pipe,159.9999997188138
468,pipe,159.9999997188138
469,pipe,159.9999997188138
470,pipe,159.9999997188138
471,pipe,159.99999990555898
472,pipe,159.99999990555898
473,pipe,159.99999701525707
474,pipe,159.99999701525707
475,pipe,159.99999701525707
476,pipe,159.99999701525707
477,pipe,159.9999997188138
478,pipe,159.9999997188138
479,pipe,159.99999970361924
480,pipe,159.99999970361924
481,pipe,159.99999970361924
482,pipe,159.99999970361924
483,pipe,159.99999970361924
484,pipe,159.9999997188138
485,pipe,159.9999997188138
486,pipe,159.99999970361924
487,pipe,159.99999970361924
488,pipe,159.99999970361924
489,pipe,159.99999970361924
490,pipe,159.99999970361924
491,pipe,159.99999970361924
492,pipe,159.99999970361924
493,pipe,159.9999997188138
494,pipe,159.9999997188138
495,pipe,159.9999997188138
496,pipe,159.9999997188138
497,pipe,159.9999997188138
498,pipe,159.9999997188138
499,pipe,159.99999997287114
500,pipe,159.9999997188138
501,pipe,159.9999997188138
502,pipe,159.9999997188138
503,pipe,159.9999997188138
504,pipe,159.9999997188138
505,pipe,159.9999997188138
506,pipe,159.9999997188138
507,pipe,159.9999997188138
508,pipe,159.9999997188138
509,pipe,159.9999997188138
510,pipe,159.9999997188138
511,pipe,159.9999997188138
512,pipe,159.9999997188138
513,pipe,45.000000190484876
514,pipe,45.000000190484876
515,pipe,45.000000190484876
516,pipe,45.000000190484876
517,pipe,45.000000190484876
518,pipe,159.99999970361924
519,pipe,159.99999970361924
520,pipe,159.9999997188138
521,pipe,159.99999970361924
522,pipe,159.99999970361924
523,pipe,159.99999970361924
524,pipe,123.55650297849681
525,pipe,159.9999997188138
526,pipe,159.9999997188138
527,pipe,159.99999970361924
528,pipe,123.55650297849681
529,pipe,159.99999970361924
530,pipe,123.55650297849681
531,pipe,159.99999970361924
532,pipe,159.99999970361924
533,pipe,159.9999997188138
534,pipe,159.9999997188138
535,pipe,159.99999970361924
536,pipe,159.99999970361924
537,pipe,159.99999970361924
538,pipe,159.9999997188138
539,pipe,159.9999997188138
540,pipe,159.99999970361924
541,pipe,123.55650297849681
542,pipe,96.17024294623828
543,pipe,159.9999997188138
544,pipe,159.99999997287114
545,pipe,123.55650297849681
546,pipe,159.9999997188138
547,pipe,159.99999701525707
548,pipe,159.9999997188138
549,pipe,159.9999997188138
550,pipe,159.9999997188138
551,pipe,159.99999701525707
552,pipe,159.99999701525707
553,pipe,159.9999997188138
554,pipe,159.9999997188138
555,pipe,159.99999701525707
556,pipe,123.55650297849681
557,pipe,159.99999970361924
558,pipe,159.9999997188138
559,pipe,159.9999997188138
560,pipe,159.9999997188138
561,pipe,159.9999997188138
562,pipe,159.99999970361924
563,pipe,159.99999970361924
564,pipe,123.55650297849681
565,pipe,123.55650297849681
566,pipe,45.000000190484876
567,pipe,45.000000190484876
568,pipe,123.55650297849681
569,pipe,123.55650297849681
570,pipe,123.55650297849681
571,pipe,123.55650297849681
572,pipe,123.55650297849681
573,pipe,123.55650297849681
574,pipe,123.55650297849681
575,pipe,123.55650297849681
576,pipe,123.55650297849681
577,pipe,123.55650297849681
578,pipe,123.55650297849681
579,pipe,123.55650297849681
580,pipe,159.9999997188138
581,pipe,159.9999997188138
582,pipe,159.99999997287114
583,pipe,159.99999997287114
584,pipe,159.9999997188138
585,pipe,159.9999997188138
586,pipe,159.9999997188138
587,pipe,159.9999997188138
588,pipe,159.9999997188138
589,pipe,159.9999997188138
590,pipe,159.9999997188138
591,pipe,159.9999997188138
592,pipe,159.9999997188138
593,pipe,159.9999997188138
594,pipe,159.9999997188138
595,pipe,159.9999997188138
596,pipe,159.9999997188138
597,pipe,159.9999997188138
598,pipe,159.99999997287114
599,pipe,159.9999997188138
600,pipe,159.9999997188138
601,pipe,159.9999997188138
602,pipe,159.9999997188138
603,pipe,159.9999997188138
604,pipe,45.000000190484876
605,pipe,159.9999997188138
606,pipe,159.9999997188138
607,pipe,159.9999997188138
608,pipe,159.9999997188138
609,pipe,159.99999997287114
610,pipe,123.55650297849681
611,pipe,45.000000190484876
612,pipe,45.000000190484876
613,pipe,45.000000190484876
614,pipe,45.000000190484876
615,pipe,45.000000190484876
616,pipe,45.000000190484876
617,pipe,45.000000190484876
618,pipe,123.55650297849681
619,pipe,45.000000190484876
620,pipe,45.000000190484876
621,pipe,123.55650297849681
622,pipe,123.55650297849681
623,pipe,123.55650297849681
624,pipe,123.55650297849681
625,pipe,159.9999997188138
626,pipe,159.9999997188138
627,pipe,159.9999997188138
628,pipe,45.000000190484876
629,pipe,45.000000190484876
630,pipe,45.000000190484876
631,pipe,123.55650297849681
632,pipe,45.000000190484876
633,pipe,45.000000190484876
634,pipe,45.000000190484876
635,pipe,159.99999990555898
636,pipe,159.99999990555898
637,pipe,159.99999990555898
638,pipe,159.9999997188138
639,pipe,159.9999997188138
640,pipe,159.9999997188138
641,pipe,159.9999997188138
642,pipe,159.9999997188138
643,pipe,159.9999997188138
644,pipe,159.9999997188138
645,pipe,159.9999997188138
646,pipe,159.9999997188138
647,pipe,159.99999990555898
648,pipe,159.99999990555898
649,pipe,159.9999997188138
650,pipe,159.9999997188138
651,pipe,159.9999997188138
652,pipe,123.55650297849681
653,pipe,159.99999997287114
654,pipe,159.99999997287114
655,pipe,159.99999997287114
656,pipe,159.99999997287114
657,pipe,159.99999997287114
658,pipe,159.99999997287114
659,pipe,159.99999997287114
660,pipe,159.99999997287114
661,pipe,159.99999997287114
662,pipe,159.99999997287114
663,pipe,159.99999997287114
664,pipe,159.99999997287114
665,pipe,159.99999997287114
666,pipe,159.99999997287114
667,pipe,159.99999997287114
668,pipe,159.99999997287114
669,pipe,159.99999997287114
670,pipe,159.99999997287114
671,pipe,159.99999997287114
672,pipe,159.99999997287114
673,pipe,159.99999997287114
674,pipe,159.99999997287114
675,pipe,159.99999997287114
676,pipe,159.99999997287114
677,pipe,159.99999997287114
678,pipe,159.99999997287114
679,pipe,159.99999997287114
680,pipe,159.99999997287114
681,pipe,159.99999997287114
682,pipe,159.99999997287114
683,pipe,159.99999997287114
684,pipe,159.99999997287114
685,pipe,159.99999997287114
686,pipe,159.99999997287114
687,pipe,159.99999997287114
688,pipe,159.99999997287114
689,pipe,159.99999997287114
690,pipe,159.99999997287114
691,pipe,159.99999997287114
692,pipe,159.99999997287114
693,pipe,159.99999997287114
694,pipe,159.99999997287114
695,pipe,159.99999997287114
696,pipe,159.99999997287114
697,pipe,159.99999997287114
698,pipe,159.99999997287114
699,pipe,159.99999997287114
700,pipe,159.99999997287114
701,pipe,159.99999997287114
702,pipe,159.99999997287114
703,pipe,159.99999997287114
704,pipe,159.99999997287114
705,pipe,159.99999997287114
706,pipe,159.99999997287114
707,pipe,159.99999997287114
708,pipe,159.99999997287114
709,pipe,159.99999997287114
710,pipe,159.99999997287114
711,pipe,159.99999997287114
712,pipe,159.99999997287114
713,pipe,159.99999997287114
714,pipe,159.99999997287114
715,pipe,159.99999997287114
716,pipe,159.99999997287114
717,pipe,159.99999997287114
718,pipe,159.99999997287114
719,pipe,159.99999997287114
720,pipe,159.99999997287114
721,pipe,159.99999997287114
722,pipe,159.99999997287114
723,pipe,159.99999997287114
724,pipe,159.99999997287114
725,pipe,159.99999997287114
726,pipe,159.99999997287114
727,pipe,159.99999997287114
728,pipe,159.99999997287114
729,pipe,159.99999997287114
730,pipe,123.55650297849681
731,pipe,123.55650297849681
732,pipe,159.99999997287114
733,pipe,159.99999997287114
734,pipe,159.99999997287114
735,pipe,123.55650297849681
736,pipe,159.99999997287114
737,pipe,159.99999997287114
738,pipe,159.99999997287114
739,pipe,159.99999997287114
740,pipe,159.99999997287114
741,pipe,159.99999997287114
742,pipe,159.99999997287114
743,pipe,159.99999997287114
744,pipe,159.99999997287114
745,pipe,159.99999997287114
746,pipe,159.99999997287114
747,pipe,159.99999997287114
748,pipe,159.99999997287114
749,pipe,159.99999974586189
750,pipe,159.99999997287114
751,pipe,159.99999974586189
752,pipe,159.99999974586189
753,pipe,159.99999974586189
754,pipe,159.99999974586189
755,pipe,159.99999974586189
756,pipe,159.99999974586189
757,pipe,159.99999974586189
758,pipe,159.99999974586189
759,pipe,123.55650297849681
760,pipe,159.99999974586189
761,pipe,159.99999974586189
762,pipe,159.99999974586189
763,pipe,159.99999974586189
764,pipe,159.99999974586189
765,pipe,159.99999974586189
766,pipe,159.99999974586189
767,pipe,159.99999974586189
768,pipe,159.99999974586189
769,pipe,88.41819999999998
770,pipe,159.99999986457914
771,pipe,159.9999979427716
772,pipe,159.9999979427716
773,pipe,159.9999979427716
774,pipe,159.9999979427716
775,pipe,159.99999998743158
776,pipe,159.99999998743158
777,pipe,159.99999986457914
778,pipe,159.99999986457914
779,pipe,159.9999997188138
780,pipe,159.99999998743158
781,pipe,159.99999986457914
782,pipe,159.99999998743158
783,pipe,159.99999998743158
784,pipe,159.99999998743158
785,pipe,159.99999986457914
786,pipe,159.99999998743158
787,pipe,159.99999998743158
788,pipe,159.99999998743158
789,pipe,159.99999998743158
790,pipe,159.9999979427716
791,pipe,159.9999979427716
792,pipe,159.99999998743158
793,pipe,159.99999998743158
794,pipe,159.99999998743158
795,pipe,159.9999997188138
796,pipe,159.9999997188138
797,pipe,159.9999997188138
798,pipe,159.9999979427716
799,pipe,159.9999997188138
800,pipe,159.99999998743158
801,pipe,159.9999979427716
802,pipe,159.99999998743158
803,pipe,159.99999998743158
804,pipe,159.99999998743158
805,pipe,159.99999998743158
806,pipe,159.99999998743158
807,pipe,159.99999998743158
808,pipe,159.99999986457914
809,pipe,159.9999997188138
810,pipe,159.99999997287114
811,pipe,159.99999998743158
812,pipe,159.99999998743158
813,pipe,159.99999998743158
814,pipe,159.99999998743158
815,pipe,159.99999998743158
816,pipe,159.99999998743158
817,pipe,159.99999998743158
818,pipe,159.99999998743158
819,pipe,159.99999998743158
820,pipe,159.99999998743158
821,pipe,159.99999986457914
822,pipe,159.9999979427716
823,pipe,159.9999979427716
824,pipe,159.9999979427716
825,pipe,159.9999979427716
826,pipe,159.9999979427716
827,pipe,159.9999979427716
828,pipe,159.9999979427716
829,pipe,159.9999979427716
830,pipe,159.9999979427716
831,pipe,159.9999979427716
832,pipe,159.9999979427716
833,pipe,159.9999979427716
834,pipe,159.9999979427716
835,pipe,159.9999979427716
836,pipe,159.9999979427716
837,pipe,159.9999979427716
838,pipe,159.9999979427716
839,pipe,159.9999979427716
840,pipe,159.9999979427716
841,pipe,159.9999979427716
842,pipe,159.9999979427716
843,pipe,159.9999979427716
844,pipe,159.9999979427716
845,pipe,159.9999979427716
846,pipe,159.9999979427716
847,pipe,159.9999979427716
848,pipe,159.9999979427716
849,pipe,159.9999979427716
850,pipe,159.9999979427716
851,pipe,159.9999979427716
852,pipe,159.9999979427716
853,pipe,159.9999979427716
854,pipe,159.9999979427716
855,pipe,159.9999979427716
856,pipe,159.9999979427716
857,pipe,159.9999979427716
858,pipe,159.9999979427716
859,pipe,159.9999979427716
860,pipe,159.9999979427716
861,pipe,159.9999979427716
862,pipe,159.9999979427716
863,pipe,159.9999979427716
864,pipe,159.9999979427716
865,pipe,159.9999979427716
866,pipe,159.9999979427716
867,pipe,159.9999979427716
868,pipe,159.9999979427716
869,pipe,159.9999979427716
870,pipe,159.9999979427716
871,pipe,159.9999979427716
872,pipe,159.9999979427716
873,pipe,159.9999979427716
874,pipe,159.9999979427716
875,pipe,159.9999979427716
876,pipe,159.9999979427716
877,pipe,159.9999979427716
878,pipe,159.9999979427716
879,pipe,159.9999979427716
880,pipe,159.9999979427716
881,pipe,159.9999979427716
882,pipe,159.9999979427716
883,pipe,159.9999979427716
884,pipe,159.9999979427716
885,pipe,159.9999979427716
886,pipe,159.9999979427716
887,pipe,159.9999997188138
888,pipe,159.9999979427716
889,pipe,159.9999979427716
890,pipe,159.9999979427716
891,pipe,159.99999998743158
892,pipe,159.99999998743158
893,pipe,159.99999998743158
894,pipe,159.99999998743158
895,pipe,159.99999998743158
896,pipe,159.99999998743158
897,pipe,159.99999998743158
898,pipe,159.99999969465506
899,pipe,159.99999969465506
900,pipe,45.00000186738001
901,pipe,45.00000186738001
902,pipe,45.00000186738001
903,pipe,96.17024294623828
904,pipe,159.99999969465506
905,pipe,159.99999969465506
906,pipe,159.99999969465506
907,pipe,159.99999969465506
908,pipe,159.99999969465506
909,pipe,159.99999969465506
910,pipe,159.99999969465506
911,pipe,159.99999969465506
912,pipe,159.99999969465506
913,pipe,159.99999969465506
914,pipe,159.99999969465506
915,pipe,159.99999969465506
916,pipe,159.99999969465506
917,pipe,159.9999979427716
918,pipe,159.9999979427716
919,pipe,159.9999979427716
920,pipe,159.99999998743158
921,pipe,159.99999998743158
922,pipe,159.99999998743158
923,pipe,159.99999986457914
924,pipe,159.99999998743158
925,pipe,159.99999986457914
926,pipe,159.99999998743158
927,pipe,159.9999979427716
928,pipe,159.99999986457914
929,pipe,159.9999997188138
930,pipe,159.99999998743158
931,pipe,159.99999998743158
932,pipe,159.99999998743158
933,pipe,159.99999998743158
934,pipe,159.99999998743158
935,pipe,159.99999998743158
936,pipe,159.99999998743158
937,pipe,159.99999998743158
938,pipe,159.99999986457914
939,pipe,159.99999998743158
940,pipe,159.9999997188138
941,pipe,159.9999979427716
942,pipe,159.9999979427716
943,pipe,159.9999979427716
944,pipe,159.9999997188138
945,pipe,159.99999148658347
946,pipe,159.99999998743158
947,pipe,159.9999979427716
948,pipe,159.99999969465506
949,pipe,159.9999979427716
950,pipe,159.9999979427716
951,pipe,159.99999998743158
952,pipe,159.99999998743158
953,pipe,159.99999998743158
954,pipe,159.99999998743158
955,pipe,159.99999998743158
956,pipe,159.99999998743158
957,pipe,159.99999998743158
958,pipe,159.99999998743158
959,pipe,159.99999998743158
960,pipe,159.99999998743158
961,pipe,159.99999998743158
962,pipe,159.99999969465506
963,pipe,159.99999998743158
964,pipe,159.99999998743158
965,pipe,159.99999998743158
966,pipe,159.99999998743158
967,pipe,159.99999998743158
968,pipe,159.99999969465506
969,pipe,159.9999979427716
970,pipe,159.9999979427716
971,pipe,159.99999148658347
972,pipe,159.99999998743158
973,pipe,159.9999997188138
974,pipe,159.9999997188138
975,pipe,159.9999997188138
976,pipe,159.99999998743158
977,pipe,159.99999998743158
978,pipe,159.9999997188138
979,pipe,159.9999997188138
980,pipe,159.9999997188138
981,pipe,159.99999969465506
982,pipe,159.99999998743158
983,pipe,96.17024294623828
984,pipe,159.9999979427716
985,pipe,159.9999979427716
986,pipe,159.99999998743158
987,pipe,159.99999998743158
988,pipe,159.99999998743158
989,pipe,159.9999997188138
990,pipe,159.9999997188138
991,pipe,159.9999997188138
992,pipe,159.9999997188138
993,pipe,159.9999997188138
994,pipe,159.9999997188138
995,pipe,159.99999969465506
996,pipe,45.00000186738001
997,pipe,159.99999998743158
998,pipe,159.9999979427716
