index,type,C
0,pipe,71.11664216454001
1,pipe,71.11664216454001
2,pipe,71.11664216454001
3,pipe,134.5200223824387
4,pipe,134.5200223824387
5,pipe,134.5200223824387
6,pipe,134.5200223824387
7,pipe,134.5200223824387
8,pipe,134.5200223824387
9,pipe,122.48931568050912
10,pipe,122.48931568050912
11,pipe,122.48931568050912
12,pipe,122.48931568050912
13,pipe,134.5200223824387
14,pipe,159.99999968048377
15,pipe,159.99999511413802
16,pipe,159.99999511413802
17,pipe,159.99999968048377
18,pipe,159.99999511413802
19,pipe,159.99999511413802
20,pipe,159.99999511413802
21,pipe,159.99999511413802
22,pipe,159.99999511413802
23,pipe,159.99999511413802
24,pipe,159.99999511413802
25,pipe,45.000000274091235
26,pipe,49.139891810100394
27,pipe,159.99999511413802
28,pipe,49.139891810100394
29,pipe,134.5200223824387
30,pipe,71.11664216454001
31,pipe,71.11664216454001
32,pipe,71.11664216454001
33,pipe,97.32262741998247
34,pipe,134.5200223824387
35,pipe,122.48931568050912
36,pipe,97.32262741998247
37,pipe,97.32262741998247
38,pipe,97.32262741998247
39,pipe,159.99999914693632
40,pipe,134.5200223824387
41,pipe,134.5200223824387
42,pipe,97.32262741998247
43,pipe,134.5200223824387
44,pipe,122.48931568050912
45,pipe,45.000000274091235
46,pipe,159.99999511413802
47,pipe,159.99999968048377
48,pipe,159.99999968048377
49,pipe,159.99999968048377
50,pipe,159.99999968048377
51,pipe,159.99999968048377
52,pipe,159.99999421405983
53,pipe,45.000000274091235
54,pipe,159.99999968048377
55,pipe,159.99999968048377
56,pipe,159.99999968048377
57,pipe,159.99999968048377
58,pipe,159.99999421405983
59,pipe,159.99997255209252
60,pipe,97.32262741998247
61,pipe,159.9982991663677
62,pipe,159.99999968048377
63,pipe,49.139891810100394
64,pipe,49.139891810100394
65,pipe,49.139891810100394
66,pipe,159.99997255209252
67,pipe,97.32262741998247
68,pipe,159.99997255209252
69,pipe,71.11664216454001
70,pipe,159.99997255209252
71,pipe,159.99997255209252
72,pipe,159.99997255209252
73,pipe,134.5200223824387
74,pipe,134.5200223824387
75,pipe,45.000000274091235
76,pipe,45.000000274091235
77,pipe,45.000000274091235
78,pipe,45.000000274091235
79,pipe,159.99999421405983
80,pipe,45.000000274091235
81,pipe,45.000000274091235
82,pipe,45.000000274091235
83,pipe,45.000000274091235
84,pipe,45.000000274091235
85,pipe,45.000000274091235
86,pipe,159.99999968048377
87,pipe,159.99999968048377
88,pipe,159.99999968048377
89,pipe,159.99999968048377
90,pipe,159.99999968048377
91,pipe,45.000000274091235
92,pipe,45.000000274091235
93,pipe,134.5200223824387
94,pipe,97.32262741998247
95,pipe,97.32262741998247
96,pipe,97.32262741998247
97,pipe,45.000000274091235
98,pipe,45.000000274091235
99,pipe,45.000000274091235
100,pipe,45.000000274091235
101,pipe,45.000000274091235
102,pipe,45.000000274091235
103,pipe,45.000000274091235
104,pipe,159.99999511413802
105,pipe,45.000000274091235
106,pipe,159.99999421405983
107,pipe,134.5200223824387
108,pipe,159.99999421405983
109,pipe,45.000000274091235
110,pipe,45.000000274091235
111,pipe,159.99999421405983
112,pipe,159.99999421405983
113,pipe,159.99999968048377
114,pipe,45.000000274091235
115,pipe,159.99999968048377
116,pipe,45.000000274091235
117,pipe,45.000000274091235
118,pipe,88.41819999999998
119,pipe,45.000000274091235
120,pipe,45.000000274091235
121,pipe,45.000000274091235
122,pipe,159.99999968048377
123,pipe,159.99999968048377
124,pipe,45.000000274091235
125,pipe,134.5200223824387
126,pipe,159.99999511413802
127,pipe,71.11664216454001
128,pipe,159.99999511413802
129,pipe,159.99999511413802
130,pipe,159.99999511413802
131,pipe,159.99999511413802
132,pipe,159.99999511413802
133,pipe,45.000000274091235
134,pipe,159.99999511413802
135,pipe,49.139891810100394
136,pipe,71.11664216454001
137,pipe,97.32262741998247
138,pipe,97.32262741998247
139,pipe,45.000000274091235
140,pipe,45.000000274091235
141,pipe,45.000000274091235
142,pipe,45.000000274091235
143,pipe,159.99999968048377
144,pipe,159.99999511413802
145,pipe,159.99999968048377
146,pipe,159.99999968048377
147,pipe,159.99999421405983
148,pipe,159.99999511413802
149,pipe,134.5200223824387
150,pipe,71.11664216454001
151,pipe,134.5200223824387
152,pipe,122.48931568050912
153,pipe,122.48931568050912
154,pipe,122.48931568050912
155,pipe,88.41819999999998
156,pipe,159.99999421405983
157,pipe,71.11664216454001
158,pipe,71.11664216454001
159,pipe,71.11664216454001
160,pipe,71.11664216454001
161,pipe,71.11664216454001
162,pipe,71.11664216454001
163,pipe,71.11664216454001
164,pipe,134.5200223824387
165,pipe,134.5200223824387
166,pipe,122.48931568050912
167,pipe,159.99999968048377
168,pipe,159.99999511413802
169,pipe,122.48931568050912
170,pipe,45.000000274091235
171,pipe,45.000000274091235
172,pipe,159.99996128586503
173,pipe,159.99999968048377
174,pipe,159.99999511413802
175,pipe,45.000000274091235
176,pipe,159.99999421405983
177,pipe,71.11664216454001
178,pipe,71.11664216454001
179,pipe,122.48931568050912
180,pipe,122.48931568050912
181,pipe,134.5200223824387
182,pipe,134.5200223824387
183,pipe,134.5200223824387
184,pipe,134.5200223824387
185,pipe,134.5200223824387
186,pipe,122.48931568050912
187,pipe,159.99999421405983
188,pipe,159.99999968048377
189,pipe,45.000000274091235
190,pipe,134.5200223824387
191,pipe,159.99999968048377
192,pipe,159.99999914693632
193,pipe,45.000000274091235
194,pipe,159.99996128586503
195,pipe,159.99996128586503
196,pipe,159.99996128586503
197,pipe,159.99996128586503
198,pipe,49.139891810100394
199,pipe,49.139891810100394
200,pipe,159.99999511413802
201,pipe,159.99999421405983
202,pipe,159.99999511413802
203,pipe,159.99999511413802
204,pipe,45.000000274091235
205,pipe,159.99999968048377
206,pipe,159.99999968048377
207,pipe,159.99999968048377
208,pipe,45.000000274091235
209,pipe,159.99996128586503
210,pipe,159.99999968048377
211,pipe,159.99999968048377
212,pipe,159.99999511413802
213,pipe,45.000000274091235
214,pipe,45.000000274091235
215,pipe,45.000000274091235
216,pipe,159.99999511413802
217,pipe,159.99999511413802
218,pipe,159.99999419178255
219,pipe,122.48931568050912
220,pipe,71.11664216454001
221,pipe,134.5200223824387
222,pipe,159.99999511413802
223,pipe,159.99999511413802
224,pipe,159.99999914693632
225,pipe,134.5200223824387
226,pipe,159.99999914693632
227,pipe,71.11664216454001
228,pipe,71.11664216454001
229,pipe,159.99999968048377
230,pipe,134.5200223824387
